PSR,P0,P-dot,Telescope,Freq(MHz),best_alpha,alpha_Upper_Error,alpha_Lower_Error,best_beta,beta_upper_Error,beta_lower_Error,best_phase_offset,phase_offset_upper_error,phase_offset_lower_error,best_psi_offset,psi_offset_upper_error,psi_offset_lower_error,best_chi_red,Chi_upper_error,Chi_lower_error,best_K,K_upper_error,K_lower_error,w10,w10_error,w10_center,L_I,σ_LI,V_I,σ_VI,absV_I,σ_absVI,rho,drho_up,drho_down,PW,W10_MH,all_alpha_range,category
J1809-1917,0.0827641583256509,2.548206095482889e-14,MeerKAT,856-1712,116.83576823850775,0.5307774461675763,0.7305316474076449,16.629050626874964,0.1464198790480892,0.1387550336526075,-22.68481042598357,0.2729560126170476,0.0948835770168088,-26.445371104889947,0.4101293824322383,0.4924188589881133,2.553434915142209,0.0603416993473491,0.0019203372657412,-3.11804518388625,0.0406273827898422,0.0453049100322546,127.3900293255132,0.0869413151815545,-19.882697947214076,0.8496375029150276,0.0087956678722565,0.3707541811375361,0.0064556584699879,0.3805736905745495,0.0064753234004479,55.33213864672733,0.3675791098155903,0.4991051901525999,57.72574675876717,66.4971271415261,1.2613090935752211,A
J1810-5338,0.261049789586055,3.857392371560049e-16,MeerKAT,856-1712,163.70285361748336,11.956327602099634,16.5961237177562,-10.320637218109994,7.559693066126059,10.15626131035799,0.7350608425196229,0.5491796035318498,0.5259257858498857,-22.95354015686405,0.7575549614892658,0.7151118389993236,1.9135848952999672,0.127761725721313,0.0015934309161094,1.5663331776932174,0.0169531408600904,0.0245866904564506,30.263929618768323,0.2549746416023613,0.1759530791788757,0.4353755835057402,0.000761326128419,-0.0040924989824547,0.000620606514451,0.0518888066853216,0.0006212361360069,11.724728841448112,6.351920263734585,10.03412548301827,28.007788115246893,15.691072572724908,28.55245131985583,A
J1817-3618,0.3870197143436654,2.040211395797976e-15,MeerKAT,856-1712,96.89328551526576,7.698649369088926,9.254281043295649,-4.372754338107712,0.1672809421915113,0.1039007412125263,5.633808194226337,0.191022045656676,0.1678329730537813,-5.550720046693571,2.2966583742737905,2.0380958096272925,6.148435392981147,0.2119412332513865,0.000128677326594,13.020824817028284,0.2837550752674165,0.235218012731682,15.835777126099693,0.3781189561555952,1.0557184750733128,0.1903278863008388,0.0013551156508018,-0.1212925732659245,0.001107497839362,0.1316370176582317,0.0011089501695879,13.1961342062967,0.2429154305838102,0.0356268702504505,16.360326703134348,12.49597828220287,16.952930412384575,A
J1819+1305,1.0603638016829289,3.607208299556056e-16,MeerKAT,856-1712,42.43680743251245,24.886536683065657,22.677537871308218,-3.3922727677111384,1.6699284242386383,1.163872435626241,7.005763405320652,0.1683338573796486,0.1642924718014535,-6.2708262296025765,1.3318385164498068,1.256288395337002,6.88432594970881,0.2613934673790634,0.0012085303755426,11.403696860560398,0.5583663190391093,0.5295247360792068,27.800586510263905,1.0412654180407217,5.278592375366564,0.19604684133736,0.0027780286801566,-0.0286375397532432,0.0021795268156837,0.0609419278190627,0.0021827348131212,10.724003805113997,3.9055742004414262,4.84680758962291,14.219839651654956,15.62746428508604,47.564074554373875,B
J1819-0925,0.852049474774231,3.167269188969017e-15,MeerKAT,856-1712,25.07298253016614,31.5419940876708,19.69271160093679,1.9620729383471651,1.949063139001166,1.5283243368933934,4.11425569731887,0.1878614298979544,0.190096316608975,-8.065334924937929,1.9905643911680857,2.038304532622938,2.559678781690522,0.6122083009808823,0.0573292340948738,-12.377273784344052,0.55916631091916,0.5330559387324492,14.07624633431084,0.8359988936071401,3.343108504398825,0.2988457938786556,0.0038185936986344,-0.0082160498384889,0.0030480500690703,0.0815182391805799,0.0030569888143977,3.947682106876237,3.2155190940556246,1.9002163284041136,10.272613468579864,7.809270360075465,51.23470568860759,B
J1821-0331,0.90231562918,2.53e-15,MeerKAT,856-1712,95.5776732263232,54.35346144187504,62.70949567651466,-4.449226570030154,2.412589786856648,0.254737685602544,-2.681812150113884,1.6925418482963008,0.913843068199689,17.04474127189288,20.150770971905928,14.333618102452183,5.245238887991581,1.08594066565533,0.2317546615607328,12.82961296359602,2.1607862282430297,1.891056378045464,10.557184750733128,0.9378110147165744,0.1759530791788854,0.3042302873082302,0.0148191959610181,-0.0962537450181114,0.0123019474312846,0.1009767968204946,0.0123069752148037,9.2593508472832,3.176839267344674,3.188126068941864,9.89588839644819,8.136357604659334,117.0629571183897,C
J1823-3106,0.2840567050047825,2.9307168797423673e-15,MeerKAT,856-1712,134.8448259208428,4.301966243121143,3.4313902692188094,2.690996320063288,0.1477456049886321,0.1993949221450712,3.7855689727596857,0.0706077881200268,0.0866613327071443,-22.43466688292211,1.7470048729682226,1.4898788067988633,6.1292578969809295,0.4066056600994576,0.0010603504879691,-15.101748326696615,0.0846721893881188,0.077867039669611,10.9090909090909,0.2774289970044755,-0.3519061583577709,0.4379106017513121,0.0007546597980567,-0.0481287032974355,0.0005950596149426,0.0560573784531847,0.0005954008984813,7.158616687287214,0.4983597328517378,0.3798264181484097,18.74158070296497,9.592020585662906,7.733356512339952,A
J1824-0127,2.499470453902642,3.9099055933751166e-15,MeerKAT,856-1712,168.2544333216069,8.213088891487985,27.16169279939967,-0.4203463885062282,0.2934785427978815,0.8887422777575618,5.306234333879364,0.0654552545095281,0.0767184996535084,28.08639929920859,0.9017351179960862,0.9979338256891914,18.83343225491376,0.5365454324943357,0.013990563883155,27.747537178218316,1.1539805623513786,1.1647060472650637,9.853372434017588,2.4418897787271003,3.695014662756595,0.1682641402152459,0.0053552276532185,-0.1006533262043965,0.0043435464778847,0.1489526673935663,0.004369254208208,1.417228837558857,0.8221908539371516,2.7731061123810528,7.945530521562646,6.537905888131562,35.37478169088766,A
J1828+1359,0.741639520385,7.286e-16,MeerKAT,856-1712,141.44676445592526,28.362228059215568,62.1030548037199,1.5904317950660958,0.9440600392234866,1.1329196254651923,1.1062196792701573,0.3293370903633166,0.3181265877985548,-7.020616131992533,5.400299542197253,5.595827977220129,1.3266251616748654,0.7089731882551904,0.0281261956308329,-22.45534503914477,2.9652568813614195,3.711951351240362,13.020527859237523,0.7587981446355468,2.8152492668621676,0.2594892105766059,0.0121918088311551,0.2336190281394526,0.0088274464785816,0.253586726709065,0.0088781413543232,5.274719895417991,3.2124290415122654,2.981666782355645,7.1635750421374595,8.219293517210772,90.46528286293548,C
J1830-1059,0.4050939829529726,5.98703299001427e-14,MeerKAT,856-1712,48.44724541957844,28.282030058082555,27.735077286846085,9.732812829945487,3.141685925774908,5.194206973357581,5.502631369726485,2.8932430875256863,1.6813334548836147,-46.24804279382262,8.394335646441284,16.544973085340757,1.5463043094564513,0.8260263068484748,0.0307630473419364,-4.426668034601047,0.1074329335773391,0.1028526905754931,8.445747800586503,0.3963535068465253,-0.5278592375366564,0.8295085942562176,0.0055381193431124,-0.1357717227123603,0.0038722511213051,0.142262727928063,0.0038753628380417,12.721485786869708,2.9347905400869263,4.138595123927419,12.012895299345248,10.253364507556393,56.01710734492864,B
J1831-0823,0.6121331804246037,3.136297845927318e-16,MeerKAT,856-1712,119.67205142144005,44.541374073517574,54.51603798854592,-0.802901978145142,0.5551732458989828,0.1609396543218954,2.218138221812116,0.0813124818798001,0.0803668933116799,-49.87597800933008,1.3548073032910182,1.5710032426921074,4.122958124967562,0.7289747954938921,0.0474141023862211,62.0055646765558,6.649225557376177,5.918489381416194,10.9090909090909,0.6080212252743473,2.4633431085043966,0.2873255465930612,0.0083789897506113,-0.1440058934211762,0.0066590956082802,0.1929955688018206,0.0067121434832324,5.035856413657354,3.257248980819694,0.1839983428056466,5.69975034123773,5.69975034123773,99.05741206206348,C
J1835-0349,0.8418645185892316,3.058195268950651e-15,MeerKAT,856-1712,98.30927584388826,60.09474210149338,74.06267892073613,-11.658176444947651,8.15005114607774,2.1419918014008505,3.933130210481284,6.674308415825866,7.10958733714833,38.44249972568278,44.25222871793629,37.162803353629805,1.34774465013037,0.8381552035822728,0.0122209545334797,4.896770489438692,1.953538441062789,1.671627812423642,10.205278592375358,0.8378349679665628,2.1114369501466257,0.1528049839266644,0.0078501653002716,-0.0981296947746107,0.0071579223768156,0.1167360330823198,0.0071735690042695,13.550031941240704,6.014468006558148,2.54118518467731,6.220520239806795,6.924332556522337,134.15742102222953,D
J1835-0944,0.1453473803401165,4.38488370329321e-15,MeerKAT,856-1712,58.7676319400986,78.42711921563571,44.23876999611226,17.46878976886905,5.566024020086296,12.850987172916,-13.390300509661955,14.969766109113811,11.536638814285196,-34.539400505391555,34.736323130122045,32.813026265970294,1.1178162278536097,0.5237522192157205,0.0037638009250331,-2.8484698728625033,0.669377999125635,0.7427823165084657,45.04398826979474,0.1954656490043132,7.214076246334314,0.3464819778161887,0.0210219248785053,0.0439174158850762,0.0178109369789696,0.1217145441617831,0.0179258329638448,43.15432650079062,14.568462804059475,20.498832860556455,36.08824772373822,43.12637089089364,122.66588921174798,D
J1835-1020,0.3024521567005404,5.921316940386767e-15,MeerKAT,856-1712,46.054423486387975,45.24452377939777,37.02897300451837,3.26944315650415,1.3237625495589669,2.5589361735433274,0.6418244288249684,0.2430567484305482,0.2810463832013186,44.59908329552758,3.2902686366428355,2.7238388308775967,2.88564280410012,0.5928065111023644,0.0810543002541495,-12.624571147968805,0.7926393848743967,0.7593201200180015,11.964809384164212,0.2960866568566547,0.8797653958944274,0.2171819664732081,0.0031166764910793,-0.0581812321011064,0.0023702626167652,0.0616595964874286,0.0023708333805275,5.640879660996938,1.6407762250594242,2.432848652122566,11.14703187616036,6.220345659151565,82.27349678391613,C
J1835-1106,0.1659246979868016,2.0544462161142912e-14,MeerKAT,856-1712,78.26151799424548,19.905321383193353,20.17470129790197,-10.894837967584063,1.364778223095227,0.2259427067519244,5.194447872793978,1.1171310060013813,1.101597980928096,43.884199642447214,6.068863306423594,5.646717986256419,1.1857394178723233,0.2490453824071739,0.0217667497515179,5.180160148056496,0.1185242185473587,0.1151476362993513,17.243401759530776,0.1626196085255489,0.7038123167155419,0.6019919864965518,0.0035222068391497,0.0831576559779688,0.0028188205445803,0.0864869877574285,0.0028196294457252,16.581627744173677,0.9322144566846348,1.5469223179278355,34.57861209566787,13.112336435843824,40.08002268109532,B
J1837+1221,1.9635361612516231,6.193703728908248e-15,MeerKAT,856-1712,143.21027649175969,28.3383480044385,39.598853335570126,2.1433813768470524,1.3152770042242783,1.6170309606377553,2.225870925403901,0.2501989579314521,0.2302746583790045,37.5680511570112,3.3227934643014976,3.520049359086002,10.73418783200783,0.8198245344043986,0.0831825937365984,-16.012688950728915,0.5835533348385091,0.6184461962098702,7.741935483870961,1.919682873628326,1.93548387096774,0.303221486818626,0.0038318831211139,0.0391933499916287,0.0032252272636378,0.0558992488216773,0.0032280625495846,3.2387660712276203,1.4115124715601284,1.4987162293442833,4.161354796371641,4.161354796371641,67.93720134000863,B
J1839-0436,0.149460655761978,8.096361453282935e-16,MeerKAT,856-1712,81.92190161244476,69.80644476541194,56.896276887523825,9.668494203569855,1.072665740427091,6.074860293855913,3.0388834777643794,3.2424214763260437,5.332703450660077,-7.261853497407337,26.799599398302895,25.530305305988577,1.062255104355005,0.6682656628139092,0.0433519210339614,-5.895166136494001,1.2698018119986267,1.4759405453470924,27.096774193548384,0.2076656436288355,-0.7038123167155526,0.4067652633502504,0.0302454661952888,0.229798625719857,0.023830132114026,0.2775186928981832,0.0240756062162075,19.768187224837884,8.015054946732047,7.253332525683955,12.36439667424531,17.291082891254124,126.70272165293576,D
J1839-1238,1.911430772996209,4.9469670660176224e-15,MeerKAT,856-1712,8.286817335691223,17.1854085250485,6.102857762346881,0.270244466840511,0.5386474175718075,0.1986907795864017,-2.3832562808583524,0.0411870354147878,0.0356692007951964,6.7353836190943825,0.9597728332973494,1.22233225960304,38.359980904372165,0.7228329442108148,0.0322695656828742,-30.5574688515235,0.7029213706027981,0.6865432470117803,8.445747800586503,1.8679373985610024,0.1759530791788854,0.1868112012564075,0.0020233896866334,0.0661997503930302,0.0016840930905228,0.0884188206108126,0.0016865537601683,1.028751971306442,1.9332169105235744,0.6456128129245735,6.078270943614948,6.78208326033049,23.28826628739538,A
J1840+0214,0.7974780753035112,8.294337441452077e-15,MeerKAT,856-1712,94.67423170913798,61.78937266746354,69.8231189895858,-6.879573078972672,4.5865118202431345,1.3648921155773452,-0.0460920246399387,4.850152195854736,3.607019614204873,12.859081350197975,43.72874355002266,45.59953909969225,13.359680731575486,1.519379643663063,0.0025652268341769,8.320671547228406,2.9129207863117905,3.083243701580807,6.686217008797648,0.8060530979614735,0.7038123167155419,0.2742408596092846,0.0146095336602381,-0.048779689986174,0.0118051930194385,0.0751055812753095,0.0118238237297568,8.003333608944981,3.433803730905927,1.5410101259423432,2.685388212323221,4.093012845754305,131.61249165704933,D
J1840-0809,0.9556736347129944,2.349221373551241e-15,MeerKAT,856-1712,160.12301612310594,15.141234067285154,18.36480654697212,-2.825675122177856,2.142986752969705,2.3689372577251504,8.17123012266958,0.2255687619561577,0.2063761205188434,50.282767564536634,1.538733052920655,1.399623852750345,3.2021421880222385,0.304578936742748,0.0205479639291135,6.896959668082575,0.097392185415547,0.1177265164761864,12.668621700879754,0.9334747682702174,3.695014662756595,0.3183965486454201,0.0013028163958353,-0.1070367003126726,0.0011626143940915,0.1079965887045022,0.0011627305684145,4.825648061161225,2.0615907479797975,3.1748775132958387,13.9776817355728,10.810526310352865,33.50604061425727,A
J1840-1122,0.9409616166112345,6.408588633366073e-15,MeerKAT,856-1712,96.25872537199692,60.65884065882348,70.41549759586242,-4.345704799618999,2.792487872494532,0.510322728987874,1.8151438598636496,1.8788798242748932,3.7472371338287864,-4.518133854580952,40.71681964821603,42.62316789956234,1.657934657709946,2.013411606876547,0.0090942049979869,13.118453453551467,3.633892942783863,3.2370259241552812,8.445747800586503,0.9430122251216744,-0.5278592375366564,0.1151557890176375,0.0143173577942863,-0.0588596703082958,0.0107682540216853,0.0867166265669563,0.0107888648908188,7.858492535559342,2.9256788496470647,2.797425399811417,3.75062773083139,6.565876997693557,131.0743382546859,D
