PSR,P0,P-dot,Telescope,Freq(MHz),best_alpha,alpha_Upper_Error,alpha_Lower_Error,best_beta,beta_upper_Error,beta_lower_Error,best_phase_offset,phase_offset_upper_error,phase_offset_lower_error,best_psi_offset,psi_offset_upper_error,psi_offset_lower_error,best_chi_red,Chi_upper_error,Chi_lower_error,best_K,K_upper_error,K_lower_error,w10,w10_error,w10_center,L_I,σ_LI,V_I,σ_VI,absV_I,σ_absVI,rho,drho_up,drho_down,PW,W10_MH,all_alpha_range,category
J2002+1637,0.27649748362,2.25e-16,FAST,1048–1452,96.44187515819716,61.04754679627973,64.11231928434596,15.9346391276162,0.9194577513361056,10.031276997313816,2.684674909262215,6.110710886525833,5.378826973206856,-38.87377356340057,18.35607949089599,24.98479653197352,1.2885382903095854,0.2634026493381953,0.0119571245439651,-3.6194506961633626,0.5005399989470138,0.4653192235879282,19.706744868035173,0.2713278880402793,0.5278592375366573,0.2163080579735126,0.0047703498272524,-0.0026402135256048,0.0039362217314541,0.0328042281666496,0.0039382283409671,19.701427698769248,3.6423632042119953,6.781340768738852,11.306375789027603,12.010188105743143,125.15986608062568,D
J2005+3552,0.30794290464,2.99e-15,FAST,1048–1452,5.213156062836664,17.01338083529848,3.226441193481309,1.6142102668543177,5.1584735386115135,0.9970788842995436,-8.249681779811118,0.4373588590555357,0.4076361298064821,14.05446435019779,1.3338447574826289,1.3483698640192596,1.5516609504562666,0.1703889924313995,0.0032320079616727,-3.225512174660913,0.0518156105407801,0.0266707743222078,27.448680351906155,0.3021122154056539,-5.102639296187689,0.8035180451422231,0.0037651312835289,-0.1281321380386802,0.0024812228084414,0.1360481810483479,0.0024842194343122,2.3788063337808865,6.490748319460674,0.8737351918611901,29.89191051881403,16.871382659576504,20.23982202877979,A
J2006+3102,0.16369523645,2.4872e-14,FAST,1048–1452,171.56567556350964,5.235514468722101,18.35188333807676,-1.55101331947201,0.9582811586821168,3.35859236683856,-2.3097607545624506,0.4118916875592169,0.3900401887456715,32.586889197313965,1.6679433241089114,1.4449622464669964,1.250723305096752,0.172112651137122,0.0024375904646107,5.418987758077896,0.1738419839942437,0.2585590063055569,32.72727272727272,0.1625440802501996,-10.55718475073314,0.8214786281419219,0.0085828159678893,0.2541677220359957,0.0065223326567695,0.3183682523076539,0.0066207061932504,4.193185783993352,1.9710082112880756,7.635930935169966,28.13012194338476,24.61106035980705,23.58739780679886,A
J2008+2513,0.589196,5.395e-15,FAST,1048–1452,6.023622816496327,9.162315448879813,4.195741321814418,-0.428125321606852,0.2978528686393062,0.6373057520421145,10.61260347218063,0.0963896553767149,0.0919753714784565,37.69277185541429,0.4317602813262056,0.5245637599115227,52.3431414825811,0.2084943930565188,0.0060861675623797,14.043992097699796,0.164897640278351,0.1140582832102303,16.187683284457464,0.5754682720300017,2.991202346041053,0.2857893758059519,0.0009845115599358,-0.0505645118847119,0.0007496215588543,0.0534475081345342,0.0007497395599495,1.641540823372991,2.4287340527017007,1.0472796721117954,19.58621051030379,15.71524276836831,13.35805677069423,A
J2009+3326,1.438369,1.468e-15,FAST,1048–1452,143.90914936615027,28.02836405565077,37.33363744601212,-3.528782429999175,2.704514751712203,2.448414287269664,10.119844201435662,0.517094336281616,0.4564121969828605,-21.14323345110587,3.774366071515633,3.2811626814100556,1.3756657690494762,0.4335230980307509,0.0258740757179969,9.570558411550266,0.7861166954837842,0.7509486031942796,22.54403131115462,2.827078231359903,5.283757338551859,0.2028327747724371,0.0053068896035481,-0.0460743270133581,0.00420557768471,0.096941968456262,0.0042272253128623,10.468071751376586,6.089763226809049,5.639563442966881,17.517104475408274,16.10810251846111,65.36200150166289,B
J2013+3845,0.2301936138594796,8.851044893216897e-15,FAST,1048–1452,50.45426863190265,0.2767040878356752,0.2454488411562252,20.01372360836806,0.1232636909013464,0.1080318438223812,30.85148129721225,0.7230549428737234,0.7384747526696245,-33.094857182625134,2.467884701387206,2.695371789353416,1.672964273721458,0.0386437973412068,2.750750089863807e-05,-2.253111568714315,0.0051679147047294,0.0048657595031369,40.27357107962871,0.1124249154522891,-1.582804103566204,0.6211315104129214,0.0004336827862592,-0.0480253001268212,0.0003161381766499,0.0528750587846784,0.000316212106283,49.113295444805814,0.1424327390221492,0.1265753886669797,59.429888722712974,52.5710709405928,0.5221529289919005,A
J2022+5154,0.5291969178083342,3.0633705281484593e-15,FAST,1048–1452,173.5056292459657,5.350725143200236,5.69215115372333,-1.6149409916977553,1.3300405761961307,1.4011331298484837,-2.7227366909198283,0.0690310329814014,0.0741216013132541,-16.591899581015447,0.2768150650097922,0.2928609833692661,11.475749310924163,0.0864307402343751,0.0122460275382412,4.013354957869126,0.0106547994877219,0.0109962525659543,16.35564240351733,0.2584032751263809,-3.869076697606253,0.4784427327440143,0.0002662458781294,0.0266599516390621,0.0002062380767564,0.0306155414202103,0.0002062620466394,1.9980810431552236,0.9542951280060752,1.4289240598486557,17.941650216749938,9.32416120844509,11.042876296923566,A
J2030+2228,0.6305126466792664,8.853473084912216e-16,FAST,1048–1452,176.12928638317015,2.97715524162939,7.763225268158607,0.0719891290174115,0.1427509855973726,0.0553810804520663,-4.911001774569296,0.0125860108132123,0.0116018814007734,-21.911524404829944,0.1592169258547855,0.1635728195645747,11.229862316463064,0.1884483131165577,0.010673468027635,-53.72715430836947,0.5876393786662959,0.5868686208940517,13.365901319003438,0.3079685393505426,-4.836345872007811,0.2204687834433012,0.0008765923144192,0.0236036715407548,0.0006822101846448,0.043352299905509,0.0006826494571687,0.457359251964168,0.3351722386062402,0.9023563009192112,10.978417504906387,6.757606562063205,10.740380509787997,A
J2036+2835,1.358727,2.09e-15,FAST,1048–1452,42.7122606945171,26.457737963941497,26.682077313840047,1.4781741137516764,0.575058835603117,0.8780138111520432,0.6659915863296242,0.0436564829285082,0.0316295841295151,10.712329060716128,0.7401982194124539,0.9967317900389164,16.72948865888994,0.7493483458708994,0.1037476626791189,-26.29528408272394,0.4541114148886827,0.35064664759512,7.39002932551319,1.3274514090083795,0.0,0.285175444979375,0.0017785600611592,-0.0802894271668802,0.0016328504043255,0.1003324193308822,0.0016352170246611,3.343042297153762,1.0556007593213304,1.4363772889121582,4.71291240744399,4.361006249086219,53.139815277781544,B
J2043+2740,0.096131,1.27e-15,FAST,1048–1452,118.42356572011155,1.0230588150329254,1.3926394690550126,8.664455516042803,0.0902763158212458,0.0734707609406761,13.046706066090897,0.4644759803721765,0.4806804035593526,-50.54739214206782,3.3995541008888495,3.777696470241878,2.4439762392010165,0.1216658960426446,0.0013160076446556,-5.837816882507544,0.0133539553887285,0.0174300839959542,17.234978016609652,0.0469477918674799,2.9018075232046847,0.7508491748761909,0.0006935079933722,-0.0330236757477131,0.0004690317884474,0.036299779916852,0.0004690931565643,17.95337218555509,0.1664381853022657,0.2166992092462636,19.99345740952031,18.762387551191036,2.415698284087938,A
