Angle,I_normalized,Linear_Polarization,V_normalized,PA,PA_error,PA_filtered,PA_error_filtered,SN
-99.76539589442814,-0.026178966918629615,-0.013409115620952355,-0.022623693171038576,,0.0,0.0,0.0,0.0
-99.41348973607037,-0.02338662166615076,-0.013249717573196238,0.006247765784297084,,0.0,0.0,0.0,0.0
-99.0615835777126,-0.0007550600617092874,-0.012144693483232397,0.019495441700699973,,0.0,0.0,0.0,0.0
-98.70967741935483,0.02145860584940138,-0.02102006566579012,-0.01952230221574286,,0.0,0.0,0.0,0.0
-98.35777126099705,-0.013115719891759114,-0.0242135083610932,-0.025656584820314136,,0.0,0.0,0.0,0.0
-98.00586510263929,-0.003165596573037635,0.045459214385407246,0.014482460782649507,-80.86073105292337,11.447345471963596,99.13926894707663,11.447345471963596,2.567098808527577
-97.65395894428151,0.017135261166085852,0.04326471095784856,0.017626588914295985,-52.31481726649935,12.055940575531364,127.68518273350065,12.055940575531364,2.443174380656162
-97.30205278592375,0.015334408419623155,-0.01598155710762041,0.017690345192566927,,0.0,0.0,0.0,0.0
-96.95014662756597,0.004204374569383007,-0.004143531758958192,0.00016599348957033162,,0.0,0.0,0.0,0.0
-96.5982404692082,-0.0002394864549112804,0.015272261023156392,-0.020589783018962127,,0.0,0.0,0.0,0.0
-96.24633431085043,0.014820813404295686,-0.02178025379197136,0.024068219717015987,,0.0,0.0,0.0,0.0
-95.89442815249267,-0.029175561923971763,0.018793291508673076,0.01650838267746413,,0.0,0.0,0.0,0.0
-95.54252199413489,-0.019967947117736928,0.02338456568168754,-0.014986969155341649,,0.0,0.0,0.0,0.0
-95.19061583577712,0.02182227126124597,-0.008917103933056027,-0.011514972989705134,,0.0,0.0,0.0,0.0
-94.83870967741935,0.019469280158167495,0.05130152868083192,0.00448137737525837,-39.29808023397813,10.091065825067211,-39.29808023397813,10.091065825067211,2.8970164780164436
-94.48680351906158,0.005911160593926928,0.011679518081014431,0.01473543890480993,,0.0,0.0,0.0,0.0
-94.1348973607038,0.000801157298770807,-0.023063675087500558,-0.003678807153484378,,0.0,0.0,0.0,0.0
-93.78299120234604,-0.026013959479565037,-0.01891196675024543,0.02781631002426433,,0.0,0.0,0.0,0.0
-93.43108504398826,-0.003304921765005442,-0.02244118391987891,0.03463838157907876,,0.0,0.0,0.0,0.0
-93.0791788856305,-0.0005362517099863201,-0.02299076728381025,-0.00014974337723546387,,0.0,0.0,0.0,0.0
-92.72727272727272,0.001382762339361139,0.033838862367159384,0.008384275115580098,,0.0,0.0,0.0,0.0
-92.37536656891496,-0.026498147722847417,-0.016831577037790396,0.018487573267297074,,0.0,0.0,0.0,0.0
-92.02346041055718,-0.004541938350624582,-0.018267852911224864,-0.02596148661467643,,0.0,0.0,0.0,0.0
-91.67155425219941,0.012691443577940427,-0.015245515817294388,0.01726856520914256,,0.0,0.0,0.0,0.0
-91.31964809384164,0.02457971781481223,0.01276135238421705,-0.01066642036206776,,0.0,0.0,0.0,0.0
-90.96774193548387,-0.04299839236322606,-0.0028212290783999577,0.006809989315705913,,0.0,0.0,0.0,0.0
-90.6158357771261,0.03077221484417906,-0.011703895941958017,-0.008724974287796939,,0.0,0.0,0.0,0.0
-90.26392961876833,0.018138037085484338,-0.02001593026254266,0.04642250891189951,,0.0,0.0,0.0,0.0
-89.91202346041055,0.011264291491507485,-0.011198728642692226,-0.053183320518837306,,0.0,0.0,0.0,0.0
-89.56011730205279,-0.013542941875443101,-0.024150556187406462,0.022964841682726393,,0.0,0.0,0.0,0.0
-89.20821114369501,0.007693889981726861,-0.020991669179088537,0.0038355916802300626,,0.0,0.0,0.0,0.0
-88.85630498533725,-0.010915604062028818,0.054794337330880925,-0.006198987488392063,-14.394594056523385,9.424355306302692,-14.394594056523385,9.424355306302692,3.09425668652374
-88.50439882697947,0.02218518777397226,0.01282570130119748,0.005769968146824169,,0.0,0.0,0.0,0.0
-88.1524926686217,0.014541573886387011,0.008828550824836487,0.008715288525866977,,0.0,0.0,0.0,0.0
-87.80058651026393,0.036653369546766255,-0.009837328147525104,-0.0029178407740621287,,0.0,0.0,0.0,0.0
-87.44868035190616,-0.00856655716097337,-0.02113461131657972,-0.004969424945330364,,0.0,0.0,0.0,0.0
-87.09677419354838,-0.009867444856061591,-0.015590177113431055,-0.01676320808411635,,0.0,0.0,0.0,0.0
-86.74486803519062,0.048355517389437525,-0.02062121056313005,-0.007141751625111087,,0.0,0.0,0.0,0.0
-86.39296187683284,0.010926887475411146,0.028428921439391026,0.00772364624002716,,0.0,0.0,0.0,0.0
-86.04105571847508,0.014040710156070578,-0.0224525991977965,0.03595894035767422,,0.0,0.0,0.0,0.0
-85.6891495601173,-0.016188452974128034,0.029418999028785215,-0.008475291321757016,,0.0,0.0,0.0,0.0
-85.33724340175954,-0.03674193934915674,-0.024864589940345655,0.031281266538188864,,0.0,0.0,0.0,0.0
-84.98533724340176,0.0010463318921185858,-0.02323283711493222,-0.01662366321507384,,0.0,0.0,0.0,0.0
-84.633431085044,-0.012766633049417357,0.013990857848781015,-0.014131975995286929,,0.0,0.0,0.0,0.0
-84.28152492668622,-0.011662306409577921,-0.02146939443841192,-0.020841562902533275,,0.0,0.0,0.0,0.0
-83.92961876832845,0.020297013390316237,-0.022658241767956108,-0.011342526486065483,,0.0,0.0,0.0,0.0
-83.57771260997067,-0.017741769598689925,0.0028909145575695843,-0.03208268844798147,,0.0,0.0,0.0,0.0
-83.22580645161291,0.03235279139664693,-0.02417821581002013,-0.01541229392792595,,0.0,0.0,0.0,0.0
-82.87390029325513,-0.03417256632749858,-0.016231147292439997,-0.0024641077615904622,,0.0,0.0,0.0,0.0
-82.52199413489737,-6.504488402048988e-05,-0.023625587381768055,0.021464646968955635,,0.0,0.0,0.0,0.0
-82.17008797653959,0.008987188832416348,-0.010532772703069751,-0.01083901664553107,,0.0,0.0,0.0,0.0
-81.81818181818183,-0.03571604741030685,-0.018701037535715618,-0.00831712382797288,,0.0,0.0,0.0,0.0
-81.46627565982405,0.04360729727300868,0.0015654191380234323,-0.01568434401429898,,0.0,0.0,0.0,0.0
-81.11436950146629,-0.0053797417795840114,-0.025074259380420644,-0.011341677733731416,,0.0,0.0,0.0,0.0
-80.76246334310851,0.015696775739662695,0.015206280698387638,-0.00555693131097287,,0.0,0.0,0.0,0.0
-80.41055718475074,-0.007868633109329287,-0.01618819351459979,-0.03612604471427002,,0.0,0.0,0.0,0.0
-80.05865102639297,0.005634067920157369,-0.023434264540112673,-0.026926018752433924,,0.0,0.0,0.0,0.0
-79.7067448680352,0.010181183660019771,-0.01818165979214427,0.007285889742079144,,0.0,0.0,0.0,0.0
-79.35483870967742,0.013724774581365394,-0.013917391646655645,0.00028411684823309737,,0.0,0.0,0.0,0.0
-79.00293255131966,0.031771645680849156,-0.01179730543808129,0.038133244131127245,,0.0,0.0,0.0,0.0
-78.65102639296187,0.018060201503789428,-0.014948068026191317,0.022251140822990206,,0.0,0.0,0.0,0.0
-78.29912023460409,0.011411475131556612,0.02792043261864256,-0.0437805925289824,,0.0,0.0,0.0,0.0
-77.94721407624633,0.02450238149919618,-0.02489825416235324,0.022996395298910604,,0.0,0.0,0.0,0.0
-77.59530791788855,0.014492446104226788,0.00912534505420528,-0.0327830089768041,,0.0,0.0,0.0,0.0
-77.24340175953078,0.0016586268185766924,-0.023429294780845843,-0.00231844688308187,,0.0,0.0,0.0,0.0
-76.891495601173,0.0062007349196680885,-0.02161297731935089,-0.020970173844448662,,0.0,0.0,0.0,0.0
-76.53958944281524,-0.0032564929553556272,-0.024261885310743796,-0.02148631511677834,,0.0,0.0,0.0,0.0
-76.18768328445746,0.004084965101301088,-0.004512094708154295,-0.03744680319929703,,0.0,0.0,0.0,0.0
-75.8357771260997,-0.02333409887465426,0.04709168526569548,0.025887994647867636,25.84820996868013,11.032901484212756,25.84820996868013,11.032901484212756,2.6592850486199517
-75.48387096774192,0.021162191578379785,-0.011156905303694434,0.0075464567086383025,,0.0,0.0,0.0,0.0
-75.13196480938416,0.014069467882213148,-0.021974068828447067,0.010479744775180485,,0.0,0.0,0.0,0.0
-74.78005865102638,0.0211213516131287,0.021852624176584252,0.02539711623912848,,0.0,0.0,0.0,0.0
-74.42815249266862,-0.0180610502561235,-0.024046668814983276,0.009834143808601356,,0.0,0.0,0.0,0.0
-74.07624633431084,0.027454092484048447,-0.022140010306045545,-0.0009219597192127574,,0.0,0.0,0.0,0.0
-73.72434017595307,0.03244725253876801,0.041715682502186734,0.026939898349426346,-23.87595699856819,12.525601059350956,-23.87595699856819,12.525601059350956,2.355700165435644
-73.3724340175953,-0.002637028568005033,-0.0221185846445666,0.024798446283962574,,0.0,0.0,0.0,0.0
-73.02052785923753,-0.015016425853994628,-0.025120406718348032,0.0035076936902752954,,0.0,0.0,0.0,0.0
-72.66862170087975,0.02315950552687549,-0.009525779036949194,-0.00962634926657813,,0.0,0.0,0.0,0.0
-72.31671554252199,-0.002913961476629355,0.024104219202526152,0.033451376476579434,,0.0,0.0,0.0,0.0
-71.96480938416421,-0.0038437047540116035,0.020654219891972764,0.028906607287287688,,0.0,0.0,0.0,0.0
-71.61290322580645,0.030946159146055297,-0.023980610861631505,-0.006280118226207476,,0.0,0.0,0.0,0.0
-71.26099706744867,0.010613897570571261,0.03306808833363885,0.04181972500424377,,0.0,0.0,0.0,0.0
-70.9090909090909,0.0003818781391354709,0.0176547085543287,0.012303913247526136,,0.0,0.0,0.0,0.0
-70.55718475073313,0.035754041558908406,0.044010206491156084,0.01846500644053242,79.29015302659565,11.842113152755664,79.29015302659565,11.842113152755664,2.485272791752565
-70.20527859237536,0.01852806374629295,0.026044737844745626,0.010854693600407401,,0.0,0.0,0.0,0.0
-69.85337243401759,-0.02531823219866796,-0.019967777555289768,-0.019953418474841982,,0.0,0.0,0.0,0.0
-69.50146627565982,0.0012198518178277932,-0.02503672911451988,-0.0035316334987568272,,0.0,0.0,0.0,0.0
-69.14956011730204,0.01314083297552598,-0.0051325466057791985,0.003239453004083997,,0.0,0.0,0.0,0.0
-68.79765395894428,0.027791596353360558,-0.015757912581855413,-0.010403556771545829,,0.0,0.0,0.0,0.0
-68.4457478005865,0.02645640907865438,-0.01626664930154362,-0.021717824797547608,,0.0,0.0,0.0,0.0
-68.09384164222874,0.004573397106253807,-0.008508682838933706,0.018777297372861892,,0.0,0.0,0.0,0.0
-67.74193548387096,-0.025417536221754026,0.013053201752660731,-0.002055333659520505,,0.0,0.0,0.0,0.0
-67.3900293255132,0.03856490958291312,0.003103810629012101,0.027538168891729158,,0.0,0.0,0.0,0.0
-67.03812316715542,0.002004019091934856,-0.019542749561949225,0.014476219956663705,,0.0,0.0,0.0,0.0
-66.68621700879766,-0.00955425524479016,-0.022988208341744323,0.002922558838507394,,0.0,0.0,0.0,0.0
-66.33431085043988,0.015953897770277694,-0.016130532623925102,-0.044170269703535804,,0.0,0.0,0.0,0.0
-65.98240469208211,0.010791037175352233,-0.02488024000988816,-0.019884619609174516,,0.0,0.0,0.0,0.0
-65.63049853372434,0.029456049607077598,0.029049838984232135,0.001780522631731355,,0.0,0.0,0.0,0.0
-65.27859237536657,0.023538997673420072,-0.024879919583099323,0.007820004593247925,,0.0,0.0,0.0,0.0
-64.9266862170088,-0.010735019521303684,-0.021537509780039828,0.00308484527744216,,0.0,0.0,0.0,0.0
-64.57478005865103,-0.0029989565338951743,-0.017200729086533622,-0.03625370705063557,,0.0,0.0,0.0,0.0
-64.22287390029325,-0.009491846984932151,-0.023936886311865295,-0.00962120682596583,,0.0,0.0,0.0,0.0
-63.87096774193549,0.05191818027499576,0.03635526524816199,-0.013544439673679692,10.089384490473023,14.468376035988708,10.089384490473023,14.468376035988708,2.052995401790743
-63.51906158357772,-0.011136179815670964,-0.018052435263886744,-0.0021540535412942975,,0.0,0.0,0.0,0.0
-63.167155425219946,0.010600567166265592,-0.014533187676978988,-0.026259298830718845,,0.0,0.0,0.0,0.0
-62.815249266862175,0.02838732063866117,-0.02390078384779465,0.0132917111845587,,0.0,0.0,0.0,0.0
-62.463343108504404,0.006853774950822292,0.010986080090498652,-0.008645990394120643,,0.0,0.0,0.0,0.0
-62.11143695014663,-0.01262559038213826,-0.015340949757583046,-0.025074740132005953,,0.0,0.0,0.0,0.0
-61.75953079178886,0.0043175082628536055,-0.023328601185251676,-0.002784566686970154,,0.0,0.0,0.0,0.0
-61.40762463343109,0.013996774741130539,0.04749459301372568,-0.005589982725393672,-74.02261723901573,10.935189961457176,105.97738276098427,10.935189961457176,2.6820373995767004
-61.05571847507332,-0.0037181443278380783,0.016704826477884523,0.01715533166245619,,0.0,0.0,0.0,0.0
-60.70381231671555,0.020808112075249383,-0.023564515930423587,-0.001024748619529292,,0.0,0.0,0.0,0.0
-60.35190615835778,-0.005553386521812935,-0.022242956177891664,-0.010961187055029107,,0.0,0.0,0.0,0.0
-60.00000000000001,-0.019557101061439684,-0.022337330499333174,0.004660349286548774,,0.0,0.0,0.0,0.0
-59.648093841642236,-0.02655676156050606,0.018353329481395064,0.001748005432014938,,0.0,0.0,0.0,0.0
-59.296187683284465,0.026451616124297285,0.0184427865813061,0.01029167124327239,,0.0,0.0,0.0,0.0
-58.944281524926694,-0.01832715907615805,0.03583960842914884,-0.01425883950592629,25.694949745834055,14.686261146639007,25.694949745834055,14.686261146639007,2.0238760687007566
-58.59237536656892,-0.005203950193215973,-0.022741481682548654,-0.013789828951441383,,0.0,0.0,0.0,0.0
-58.24046920821115,0.0023872507414101274,0.020136475860673984,0.018712243002785907,,0.0,0.0,0.0,0.0
-57.88856304985338,0.024053641147513155,-0.014802482439119077,-0.0017856700650044437,,0.0,0.0,0.0,0.0
-57.53665689149561,0.002598919588205338,-0.023169518341581298,-0.030644402727989857,,0.0,0.0,0.0,0.0
-57.18475073313784,-0.013360709756657712,-0.02487661508178376,-0.022743766663005382,,0.0,0.0,0.0,0.0
-56.83284457478007,-0.0007134861753222763,0.038759743940304583,-0.00445673360160564,-56.76986019258735,13.529288030620387,123.23013980741266,13.529288030620387,2.188777211247411
-56.4809384164223,0.021008517479305423,-0.012489430707995035,-0.011300438355617242,,0.0,0.0,0.0,0.0
-56.129032258064505,-0.017818357015187674,-0.01268292695874193,-0.01597017384444866,,0.0,0.0,0.0,0.0
-55.777126099706734,0.004875483039931301,-0.012180935453689378,0.0049902842821053055,,0.0,0.0,0.0,0.0
-55.42521994134896,-0.014444666340479497,0.013860629122266169,-0.007774721159894955,,0.0,0.0,0.0,0.0
-55.07331378299119,-0.0034811077715757835,0.01226449344801403,-0.010336305630722837,,0.0,0.0,0.0,0.0
-54.72140762463342,-0.003532562133663515,-0.024630848599902895,0.0436490858438096,,0.0,0.0,0.0,0.0
-54.36950146627565,0.011668497308955837,-0.014582300430418174,-0.01556806494453154,,0.0,0.0,0.0,0.0
-54.01759530791788,0.027662835631621516,-0.01933084478422933,-0.008926877490089568,,0.0,0.0,0.0,0.0
-53.66568914956011,-0.030392922404066023,-0.012576185094359631,-0.01066906647228574,,0.0,0.0,0.0,0.0
-53.31378299120234,0.007877220485885749,0.009777326249132584,-0.016712682356935307,,0.0,0.0,0.0,0.0
-52.96187683284457,-0.00013506844937941228,0.03846587416968572,0.011445125665272051,77.95221738833291,13.63769354950506,77.95221738833291,13.63769354950506,2.172182275584376
-52.609970674486796,0.007461531548623524,-0.019028017178125193,0.007072054080501663,,0.0,0.0,0.0,0.0
-52.258064516129025,0.004943283373441042,-0.022511735464502115,0.02664408319769938,,0.0,0.0,0.0,0.0
-51.906158357771254,0.015166505237301167,0.024390047720748646,-0.014053541294297384,,0.0,0.0,0.0,0.0
-51.55425219941348,-0.010670164857659242,-0.021153624087126104,0.006427401719472375,,0.0,0.0,0.0,0.0
-51.20234604105571,0.0437269713521124,0.037200040713323994,0.009575723686181314,80.21912930732721,14.124492592356349,80.21912930732721,14.124492592356349,2.1007001877051
-50.85043988269794,0.013670953698063846,-0.013850684003406923,-0.004003689576322806,,0.0,0.0,0.0,0.0
