0,0,0,5.97137,2.61692,-1.35356,0.914901,-13.6748,3.23201
0,0,1,5.78835,2.53349,-1.47753,0.830522,-15.1254,3.25387
0,0,2,5.83261,2.59567,-2.06612,0.169897,-19.2597,2.89614
0,0,3,6.09607,2.24755,-1.75409,1.9301,-18.985,3.3685
0,0,4,6.01668,1.59266,-2.14242,1.11119,-26.6866,3.64527
0,0,5,5.87983,1.22351,-1.96297,1.3177,-29.0325,4.2228
0,0,6,5.96303,0.903192,-2.14884,1.36938,-33.6011,4.21677
0,0,7,5.88438,-0.0864505,-2.43999,1.79511,-46.0146,4.05448
0,0,8,5.11314,-0.168334,-2.19884,1.10982,-47.1889,4.48788
0,0,9,6.15188,0.150942,-1.63123,1.10098,-42.3567,6.04061
0,0,10,5.83078,0.00146288,-0.950458,0.949213,0,0
0,0,11,5.99046,-0.356281,-0.247179,0.0772954,0,0
0,0,12,6.42111,0.503333,0.215731,0.524089,0,0
0,0,13,7.29991,0.974934,-0.378185,-0.262629,0,0
0,0,14,6.84542,1.70819,-0.583778,-0.883216,-9.43398,5.2461
0,0,15,6.15157,1.37647,-0.404326,-0.13704,-8.18486,6.59258
0,0,16,5.73082,1.05209,-0.85174,-0.206643,-19.4963,7.10088
0,0,17,6.32535,1.20797,-1.68055,-0.602167,-27.1459,4.70541
0,0,18,7.71029,2.28258,-2.98684,-0.624432,-26.3062,2.58705
0,0,19,9.54124,1.57837,-4.8098,-0.854453,-35.9162,1.9466
0,0,20,10.1331,1.83695,-5.77452,-0.514373,-36.1767,1.62658
0,0,21,9.74786,0.933871,-6.08974,-1.02493,-40.6408,1.6051
0,0,22,9.66398,-0.0849141,-5.61095,-1.05227,-45.4335,1.76414
0,0,23,9.7056,-0.497545,-5.05074,-0.840223,-47.813,1.94972
0,0,24,9.36118,-1.02688,-5.30184,-0.94177,-50.4807,1.83001
0,0,25,9.35162,-1.00527,-5.08741,-0.869672,-50.5888,1.90561
0,0,26,9.02685,-2.11286,-4.82445,-0.540089,-56.8255,1.86524
0,0,27,8.65226,-1.6244,-4.8737,-0.0774375,-54.2166,1.91788
0,0,28,8.26868,-2.65362,-4.98314,-0.130229,-59.0181,1.73505
0,0,29,6.92217,-2.13053,-4.31817,0.144655,-58.1306,2.03678
0,0,30,6.80886,-2.23313,-3.94024,-0.49732,-59.7712,2.16049
0,0,31,6.22292,-2.77658,-2.9518,-0.398768,-66.624,2.38791
0,0,32,5.97658,-2.17497,-3.57649,0.156742,-60.6525,2.33455
0,0,33,4.30192,-2.2158,-3.03815,-0.0845553,-63.0521,2.58898
0,0,34,3.72531,-1.28796,-1.95745,-0.497602,-61.672,4.16397
0,0,35,3.24631,-2.05858,-2.1451,-0.0354591,-66.9104,3.25323
0,0,36,3.19887,-1.29668,-1.85688,0.667943,-62.4635,4.30264
0,0,37,2.82299,-0.627673,-1.61863,-0.352961,-55.5976,5.66693
0,0,38,1.97691,-0.788143,-1.26856,-0.310312,-60.9261,6.54063
0,0,39,1.35234,-1.017,-1.2782,0.306638,-64.2537,5.94829
0,0,40,1.05747,-0.86982,-0.894827,-0.113483,-67.0941,7.74814
0,0,41,1.50259,-0.899861,-0.68368,0.18211,-71.3869,8.49255
0,0,42,0.813195,-0.262112,-1.04734,-0.23957,0,0
0,0,43,1.37753,-1.08463,-0.356093,-0.105207,-80.9123,8.29254
0,0,44,0.543691,-0.470029,-0.897142,0.227751,0,0
0,0,45,1.46256,0.13,-0.376673,0.232702,0,0
0,0,46,0.497734,0.0250931,-0.662535,0.223751,0,0
0,0,47,0.813507,-0.636331,-0.605899,-0.47108,0,0
0,0,48,1.00443,0.241093,-0.401128,0.367383,0,0
0,0,49,0.310762,-0.23602,-0.0725517,0.628118,0,0
0,0,50,0.451247,0.223715,-0.572713,-0.066348,0,0
0,0,51,0.226908,-0.0346612,0.129661,-0.455757,0,0
0,0,52,0.448185,0.145187,0.00669493,0.0446558,0,0
0,0,53,0.455397,0.0594925,-0.403225,0.0030088,0,0
