phase_offset,psi_offset
7.825992884998868,10.724876937967565
7.868202964443043,12.17999959321611
8.61747039635236,7.254912069115107
8.553678086362908,6.811745435862036
8.440630784875424,8.848483168497893
8.346227793325653,10.771446566248073
8.146261295561402,11.961244408964575
7.975046825426489,10.23628704160896
8.273005741202951,11.34841377554477
8.150398777797875,9.005825817207096
8.36276218897413,10.075735815653587
8.479349647528323,7.161265074602397
7.956587562446288,10.577905520482858
7.993545692687007,12.397726688708417
8.335050111830697,7.375815320524595
7.917893123172604,11.385146537015487
8.294884404772858,10.058224275323624
8.061993037829183,10.855588225895389
8.308628130961353,8.375968121686157
8.557127898917088,8.198602113262496
8.276657142439092,8.576098525772466
8.079960027929076,10.92533395046425
7.949857190781302,9.813026758796354
8.287993363889711,7.531368338455479
8.093170782358783,10.841345461264012
7.961888762397194,10.353363306132195
8.323423252823659,9.49168707146083
8.286954164330211,10.393393714182253
8.105893992443413,11.948178750474426
8.521133211092064,7.878680650737152
8.150831227117436,9.648081845981238
8.231550144984027,10.072141855608805
8.03317059080365,9.401737651152587
8.286993926876676,8.388357049410331
8.1529965624633,10.468634733161423
8.107652229210998,8.69220330326695
8.32688493265374,10.231893805023105
8.482425959269762,9.27450606649279
8.073537556088269,11.56351860714122
8.320566959404402,9.08668507437153
7.995198859697723,11.570346891297703
7.965451952677512,11.523107996186013
8.22876381157397,10.509583944417813
7.957136490489319,9.987882248115397
8.217588507168927,10.999947109878406
8.272266531038298,10.966736865424963
8.147754282524687,10.94050754141864
8.302380962743115,9.531945773691348
8.397556872408046,7.839267520108763
8.240043118190613,9.531328916321797
8.234418069974083,9.242456925346858
8.405263815416873,8.128127563262154
7.969090871401448,10.948707251990385
8.353703918048325,7.514712568312319
8.408614423440127,9.90984627645787
8.379001484517175,10.115825790263585
8.311310024229101,9.29972078199475
7.920003252030085,10.793884962324995
8.095123595722242,11.152318802144237
8.029370334015567,9.750601721521122
8.454866132905721,7.626855230127262
8.324404327367319,8.557008123175962
8.526276400170872,8.279024621760442
8.49156151899814,8.66067993204598
8.112785505255488,10.076566087171756
7.911150380334334,12.134961728421587
8.037766567618036,10.342487075610421
8.17802449639882,8.23751834224629
8.158426350886884,9.998432514226721
8.10216189325513,8.878105488888792
7.86651053553706,11.042157950942197
7.918883654363697,10.46621145121668
8.184650926163158,10.166731193854957
8.336639384097168,10.233433047178636
8.326466682524625,9.203126148322752
8.52663676551876,8.110482566421439
8.077270728332877,11.242700281292656
8.339039227053547,8.79996047805912
7.940404192876571,10.674355120276232
8.06444506197235,10.56350723633949
8.113155436416974,11.574190169226881
8.263088186671155,9.676078932884735
7.953650323939598,12.282797859932487
8.124862548801616,11.311680044164206
7.892112102704289,12.19527646052748
8.08761503237082,10.332776289996815
8.358420167478528,7.682585886337222
8.24285176853624,7.954558758714342
7.917167155238332,10.459583616859959
8.074375021334532,9.66917407976797
8.378782342632405,8.67804100139557
8.05536113194023,10.219626106759762
8.050903651357345,10.563534149048223
8.131356788225133,11.288482718125039
8.128302735283995,11.245188940222818
8.313594648167424,9.927590884598942
8.290788691607986,8.361043354791775
8.424708316309392,7.417923385837213
8.144231401932643,9.384389547537808
8.050522579624158,9.922566106098913
8.287580913348023,10.7265519764276
8.433664018678257,8.52057078559318
8.069681212033544,9.617387805059423
8.068125162710004,11.29797430907476
8.282875963874147,8.344322836610473
8.437305285805621,8.146753933490885
8.142667993990301,10.868295563288655
8.220930690223412,11.072838723573284
8.473195339510227,9.04313165558932
7.892697045268704,10.802767167853233
8.148567778916032,9.696498208571768
8.290788148684783,10.129634277035393
7.979171990019864,11.882012535306899
8.080442051401405,10.002790386653118
8.334238567238742,10.432631303220887
8.208302390751044,11.2251862381477
8.412257415094729,8.697739039921714
8.145843673122329,8.96811977801022
7.9503894686218075,12.138812159322356
8.053994586127459,9.287873713747047
7.943544245450084,11.499977251018379
8.071878003975428,11.771785154980336
8.017474905610499,11.529314285856486
8.310523930430435,9.731459830049573
8.233394340365379,10.252501954075626
8.2446436158246,8.609833038720694
8.178019638641587,10.060562997566251
7.941019485177549,10.894785374517227
8.239182851778764,11.145919322248574
7.993197843999866,11.287173737294353
8.191163283395667,10.78546368335094
8.147000951885673,9.99203629065849
8.288563047736034,8.744157530192922
8.218769692837554,8.462491414451904
7.896138313567661,12.088369810019572
8.13396393343021,9.84031766922601
8.508388743507624,7.675220949901302
8.089497696540661,10.489606446988034
7.904564405755252,11.764702548020495
8.103461108769665,9.107661243969545
8.163466618854699,11.514340330504297
8.162823138032394,10.414417010668899
8.04967449565305,10.136794695658182
7.9972772615111865,9.699530780229736
8.232075088478695,8.98635771273041
8.489729146600865,8.938752297403596
8.37500285478589,9.647950191603826
8.160629720136228,8.666076984151118
7.918128916441333,11.918095991123948
8.332020011594977,8.20545594032555
8.006021598489411,10.682222788673869
8.472972161535466,9.152931573958199
7.998638008004974,11.611625980782577
7.977431556346204,12.082808041976278
7.993665849736374,11.180998717185219
8.363951286859503,7.995792791281303
8.351128080117633,8.966384612344825
8.293774020384319,8.023697465531512
8.122792311928748,10.496965922295857
8.2088893733291,8.473555444588499
8.10885480386915,10.604782296100495
8.096258749843543,11.748372649044626
8.311883228189544,8.959725594513912
8.005525528071274,10.15766624735366
8.220744581234698,10.47979243183849
8.484104600210827,8.387229242555549
8.51066784285041,8.382202166244639
8.349084550301,9.496837983374746
8.237114746079186,8.873999891637538
8.163280702463851,9.66276807743381
8.224645611110162,9.601713695300248
8.029201857024617,9.739885399862686
8.106153999631914,10.368688332220472
8.240758731103824,9.404871029655482
8.096876829902612,9.614268326259406
8.443236352031079,7.842410258457534
7.97507715133321,10.163383183293718
8.297849813990268,7.863756804252233
8.133640679961047,9.581080540671252
8.141733774636464,8.694735138897272
7.949777138825652,10.51456833991449
7.93907732469134,10.243806518338346
8.123878319973556,11.229648574881594
8.409015047074973,9.564753791740458
8.354202633401286,7.753923017461602
8.338155192692284,10.147209928056668
8.226990234196336,8.610757845950673
8.270797886846822,10.834414591918062
8.040765129626578,11.050459379148776
7.99853162148969,10.691875303944698
8.05589185575127,10.24163616532789
8.171901167532269,10.851093601560308
8.136276076017765,9.056037656680786
8.083054792577173,9.531939251701516
8.095940124399078,11.379875636604623
8.365506539294131,9.048766463824933
8.356091012144105,8.543890470194668
8.221758499133614,10.405522075476767
8.324009012446538,8.103569892686181
8.325312754665788,10.490708548209454
8.134961866340717,11.060610965555583
8.068794828539382,9.353993884292692
7.98949972455091,12.016261846401136
8.075983669743636,9.257677555930258
8.298368309988291,8.67044514198679
8.33669960041371,8.963869551017808
8.021899389508349,10.869413601553163
7.960624942954155,10.534622394882064
8.298490847939377,10.512162046558728
7.942855150152155,10.558632685667192
7.997255062984067,11.830957037937424
8.502821263838285,8.382375477064699
8.114649234031475,10.978625797673203
7.903648643372634,11.269410360442038
8.10422582775928,11.229578240625727
8.284506072571958,8.69367285142394
8.444173668133743,9.209896169334172
8.382902104141436,8.917088540183784
8.154444757513403,9.346885560544138
8.385699828969251,9.171220131731701
8.380241285812815,8.732214550353234
8.26726827363592,8.928896013377141
8.085642799268129,10.7702913338276
8.395108657182163,9.153114062979768
8.15163875584679,8.590106960871452
8.136947721487445,11.561112153482895
7.985842454046946,11.196336720129494
8.012984902765538,10.689367296824628
8.490415205528024,8.67397142936477
